change_percent,change_value,first,gregorian_date,last,max,min,solar_date
0.82%,50000,"6,150,000",2011/09/22,"6,150,000","6,150,000","6,150,000",1390/06/31
-0.82%,-50000,"6,100,000",2011/09/21,"6,100,000","6,100,000","6,100,000",1390/06/30
0.49%,30000,"6,130,000",2011/09/20,"6,130,000","6,130,000","6,130,000",1390/06/29
-0.49%,-30000,"6,100,000",2011/09/19,"6,100,000","6,100,000","6,100,000",1390/06/28
,0,"6,100,000",2011/09/18,"6,100,000","6,100,000","6,100,000",1390/06/27
-0.83%,-50000,"6,050,000",2011/09/17,"6,050,000","6,050,000","6,050,000",1390/06/26
-0.83%,-50000,"6,000,000",2011/09/15,"6,000,000","6,000,000","6,000,000",1390/06/24
1.67%,100000,"6,100,000",2011/09/14,"6,100,000","6,100,000","6,100,000",1390/06/23
4.92%,300000,"6,400,000",2011/09/13,"6,400,000","6,400,000","6,400,000",1390/06/22
-4.07%,-250000,"6,150,000",2011/09/12,"6,150,000","6,150,000","6,150,000",1390/06/21
-1.65%,-100000,"6,050,000",2011/09/11,"6,050,000","6,050,000","6,050,000",1390/06/20
-1.51%,-90000,"5,960,000",2011/09/10,"5,960,000","5,960,000","5,960,000",1390/06/19
-1.02%,-60000,"5,900,000",2011/09/08,"5,900,000","5,900,000","5,900,000",1390/06/17
1.02%,60000,"5,960,000",2011/09/07,"5,960,000","5,960,000","5,960,000",1390/06/16
-3.65%,-210000,"5,750,000",2011/09/06,"5,750,000","5,750,000","5,750,000",1390/06/15
-2.13%,-120000,"5,630,000",2011/09/05,"5,630,000","5,630,000","5,630,000",1390/06/14
0.36%,20000,"5,650,000",2011/09/04,"5,650,000","5,650,000","5,650,000",1390/06/13
-2.36%,-130000,"5,520,000",2011/09/03,"5,520,000","5,520,000","5,520,000",1390/06/12
0.72%,40000,"5,560,000",2011/08/30,"5,560,000","5,560,000","5,560,000",1390/06/8
-0.36%,-20000,"5,540,000",2011/08/29,"5,540,000","5,540,000","5,540,000",1390/06/7
1.08%,60000,"5,600,000",2011/08/28,"5,600,000","5,600,000","5,600,000",1390/06/6
-7.28%,-380000,"5,220,000",2011/08/27,"5,220,000","5,220,000","5,220,000",1390/06/5
6.7%,350000,"5,570,000",2011/08/25,"5,570,000","5,570,000","5,570,000",1390/06/3
0.18%,10000,"5,580,000",2011/08/24,"5,580,000","5,580,000","5,580,000",1390/06/2
-4.69%,-250000,"5,330,000",2011/08/23,"5,330,000","5,330,000","5,330,000",1390/06/1
-3.09%,-160000,"5,170,000",2011/08/21,"5,170,000","5,170,000","5,170,000",1390/05/30
-4.66%,-230000,"4,940,000",2011/08/20,"4,940,000","4,940,000","4,940,000",1390/05/29
-0.82%,-40000,"4,900,000",2011/08/18,"4,900,000","4,900,000","4,900,000",1390/05/27
-1.24%,-60000,"4,840,000",2011/08/17,"4,840,000","4,840,000","4,840,000",1390/05/26
-2.54%,-120000,"4,720,000",2011/08/16,"4,720,000","4,720,000","4,720,000",1390/05/25
0.64%,30000,"4,750,000",2011/08/15,"4,750,000","4,750,000","4,750,000",1390/05/24
1.05%,50000,"4,800,000",2011/08/14,"4,800,000","4,800,000","4,800,000",1390/05/23
1.04%,50000,"4,850,000",2011/08/13,"4,850,000","4,850,000","4,850,000",1390/05/22
-1.04%,-50000,"4,800,000",2011/08/11,"4,800,000","4,800,000","4,800,000",1390/05/20
,0,"4,800,000",2011/08/10,"4,800,000","4,800,000","4,800,000",1390/05/19
-4.35%,-200000,"4,600,000",2011/08/09,"4,600,000","4,600,000","4,600,000",1390/05/18
-3.6%,-160000,"4,440,000",2011/08/08,"4,440,000","4,440,000","4,440,000",1390/05/17
-0.68%,-30000,"4,410,000",2011/08/07,"4,410,000","4,410,000","4,410,000",1390/05/16
0.23%,10000,"4,420,000",2011/08/06,"4,420,000","4,420,000","4,420,000",1390/05/15
1.13%,50000,"4,470,000",2011/08/04,"4,470,000","4,470,000","4,470,000",1390/05/13
-3.95%,-170000,"4,300,000",2011/08/03,"4,300,000","4,300,000","4,300,000",1390/05/12
,0,"4,300,000",2011/08/02,"4,300,000","4,300,000","4,300,000",1390/05/11
0.23%,10000,"4,310,000",2011/08/01,"4,310,000","4,310,000","4,310,000",1390/05/10
0.23%,10000,"4,320,000",2011/07/31,"4,320,000","4,320,000","4,320,000",1390/05/9
-0.47%,-20000,"4,300,000",2011/07/30,"4,300,000","4,300,000","4,300,000",1390/05/8
0.7%,30000,"4,330,000",2011/07/28,"4,330,000","4,330,000","4,330,000",1390/05/6
-0.7%,-30000,"4,300,000",2011/07/27,"4,300,000","4,300,000","4,300,000",1390/05/5
0.47%,20000,"4,320,000",2011/07/26,"4,320,000","4,320,000","4,320,000",1390/05/4
-0.93%,-40000,"4,280,000",2011/07/25,"4,280,000","4,280,000","4,280,000",1390/05/3
0.93%,40000,"4,320,000",2011/07/24,"4,320,000","4,320,000","4,320,000",1390/05/2
0.46%,20000,"4,340,000",2011/07/23,"4,340,000","4,340,000","4,340,000",1390/05/1
0.46%,20000,"4,360,000",2011/07/21,"4,360,000","4,360,000","4,360,000",1390/04/30
0.23%,10000,"4,370,000",2011/07/20,"4,370,000","4,370,000","4,370,000",1390/04/29
-1.86%,-80000,"4,290,000",2011/07/19,"4,290,000","4,290,000","4,290,000",1390/04/28
-0.23%,-10000,"4,280,000",2011/07/18,"4,280,000","4,280,000","4,280,000",1390/04/27
-0.23%,-10000,"4,270,000",2011/07/16,"4,270,000","4,270,000","4,270,000",1390/04/25
-0.23%,-10000,"4,260,000",2011/07/14,"4,260,000","4,260,000","4,260,000",1390/04/23
,0,"4,260,000",2011/07/13,"4,260,000","4,260,000","4,260,000",1390/04/22
0.23%,10000,"4,270,000",2011/07/12,"4,270,000","4,270,000","4,270,000",1390/04/21
0.47%,20000,"4,290,000",2011/07/11,"4,290,000","4,290,000","4,290,000",1390/04/20
0.23%,10000,"4,300,000",2011/07/10,"4,300,000","4,300,000","4,300,000",1390/04/19
0.23%,10000,"4,310,000",2011/07/09,"4,310,000","4,310,000","4,310,000",1390/04/18
0.46%,20000,"4,330,000",2011/07/07,"4,330,000","4,330,000","4,330,000",1390/04/16
-0.23%,-10000,"4,320,000",2011/07/06,"4,320,000","4,320,000","4,320,000",1390/04/15
,0,"4,320,000",2011/07/05,"4,320,000","4,320,000","4,320,000",1390/04/14
-0.23%,-10000,"4,310,000",2011/07/04,"4,310,000","4,310,000","4,310,000",1390/04/13
,0,"4,310,000",2011/07/03,"4,310,000","4,310,000","4,310,000",1390/04/12
0.7%,30000,"4,340,000",2011/07/02,"4,340,000","4,340,000","4,340,000",1390/04/11
-1.4%,-60000,"4,280,000",2011/06/29,"4,280,000","4,280,000","4,280,000",1390/04/8
,0,"4,280,000",2011/06/28,"4,280,000","4,280,000","4,280,000",1390/04/7
,0,"4,280,000",2011/06/27,"4,280,000","4,280,000","4,280,000",1390/04/6
1.64%,70000,"4,350,000",2011/06/26,"4,350,000","4,350,000","4,350,000",1390/04/5
2.07%,90000,"4,440,000",2011/06/23,"4,440,000","4,440,000","4,440,000",1390/04/2
-0.45%,-20000,"4,420,000",2011/06/22,"4,420,000","4,420,000","4,420,000",1390/04/1
1.13%,50000,"4,470,000",2011/06/21,"4,470,000","4,470,000","4,470,000",1390/03/31
0.22%,10000,"4,480,000",2011/06/20,"4,480,000","4,480,000","4,480,000",1390/03/30
0.89%,40000,"4,520,000",2011/06/19,"4,520,000","4,520,000","4,520,000",1390/03/29
0.66%,30000,"4,550,000",2011/06/18,"4,550,000","4,550,000","4,550,000",1390/03/28
0.44%,20000,"4,570,000",2011/06/15,"4,570,000","4,570,000","4,570,000",1390/03/25
0.66%,30000,"4,600,000",2011/06/14,"4,600,000","4,600,000","4,600,000",1390/03/24
-0.88%,-40000,"4,560,000",2011/06/13,"4,560,000","4,560,000","4,560,000",1390/03/23
1.32%,60000,"4,620,000",2011/06/12,"4,620,000","4,620,000","4,620,000",1390/03/22
-0.43%,-20000,"4,600,000",2011/06/11,"4,600,000","4,600,000","4,600,000",1390/03/21
-1.1%,-50000,"4,550,000",2011/06/09,"4,550,000","4,550,000","4,550,000",1390/03/19
-1.79%,-80000,"4,470,000",2011/06/08,"4,470,000","4,470,000","4,470,000",1390/03/18
,0,"4,470,000",2011/06/07,"4,470,000","4,470,000","4,470,000",1390/03/17
-1.13%,-50000,"4,420,000",2011/06/06,"4,420,000","4,420,000","4,420,000",1390/03/16
-0.45%,-20000,"4,400,000",2011/06/02,"4,400,000","4,400,000","4,400,000",1390/03/12
,0,"4,400,000",2011/06/01,"4,400,000","4,400,000","4,400,000",1390/03/11
-0.46%,-20000,"4,380,000",2011/05/31,"4,380,000","4,380,000","4,380,000",1390/03/10
0.46%,20000,"4,400,000",2011/05/30,"4,400,000","4,400,000","4,400,000",1390/03/9
1.14%,50000,"4,450,000",2011/05/29,"4,450,000","4,450,000","4,450,000",1390/03/8
0.67%,30000,"4,480,000",2011/05/28,"4,480,000","4,480,000","4,480,000",1390/03/7
-2.99%,-130000,"4,350,000",2011/05/25,"4,350,000","4,350,000","4,350,000",1390/03/4
0.69%,30000,"4,380,000",2011/05/24,"4,380,000","4,380,000","4,380,000",1390/03/3
-0.23%,-10000,"4,370,000",2011/05/23,"4,370,000","4,370,000","4,370,000",1390/03/2
-3.31%,-140000,"4,230,000",2011/05/22,"4,230,000","4,230,000","4,230,000",1390/03/1
-0.48%,-20000,"4,210,000",2011/05/21,"4,210,000","4,210,000","4,210,000",1390/02/31
-0.24%,-10000,"4,200,000",2011/05/19,"4,200,000","4,200,000","4,200,000",1390/02/29
0.36%,15000,"4,215,000",2011/05/18,"4,215,000","4,215,000","4,215,000",1390/02/28
-0.36%,-15000,"4,200,000",2011/05/17,"4,200,000","4,200,000","4,200,000",1390/02/27
0.48%,20000,"4,220,000",2011/05/16,"4,220,000","4,220,000","4,220,000",1390/02/26
,0,"4,220,000",2011/05/15,"4,220,000","4,220,000","4,220,000",1390/02/25
0.71%,30000,"4,250,000",2011/05/14,"4,250,000","4,250,000","4,250,000",1390/02/24
0.47%,20000,"4,270,000",2011/05/12,"4,270,000","4,270,000","4,270,000",1390/02/22
-0.47%,-20000,"4,250,000",2011/05/11,"4,250,000","4,250,000","4,250,000",1390/02/21
-0.95%,-40000,"4,210,000",2011/05/10,"4,210,000","4,210,000","4,210,000",1390/02/20
-0.24%,-10000,"4,200,000",2011/05/09,"4,200,000","4,200,000","4,200,000",1390/02/19
,0,"4,200,000",2011/05/08,"4,200,000","4,200,000","4,200,000",1390/02/18
0.48%,20000,"4,220,000",2011/05/05,"4,220,000","4,220,000","4,220,000",1390/02/15
0.24%,10000,"4,230,000",2011/05/04,"4,230,000","4,230,000","4,230,000",1390/02/14
,0,"4,230,000",2011/05/03,"4,230,000","4,230,000","4,230,000",1390/02/13
0.47%,20000,"4,250,000",2011/05/02,"4,250,000","4,250,000","4,250,000",1390/02/12
,0,"4,250,000",2011/05/01,"4,250,000","4,250,000","4,250,000",1390/02/11
-0.47%,-20000,"4,230,000",2011/04/30,"4,230,000","4,230,000","4,230,000",1390/02/10
-1.68%,-70000,"4,160,000",2011/04/28,"4,160,000","4,160,000","4,160,000",1390/02/8
0.48%,20000,"4,180,000",2011/04/27,"4,180,000","4,180,000","4,180,000",1390/02/7
1.67%,70000,"4,250,000",2011/04/26,"4,250,000","4,250,000","4,250,000",1390/02/6
2.35%,100000,"4,350,000",2011/04/25,"4,350,000","4,350,000","4,350,000",1390/02/5
-1.64%,-70000,"4,280,000",2011/04/24,"4,280,000","4,280,000","4,280,000",1390/02/4
-1.9%,-80000,"4,200,000",2011/04/23,"4,200,000","4,200,000","4,200,000",1390/02/3
2.38%,100000,"4,300,000",2011/04/21,"4,300,000","4,300,000","4,300,000",1390/02/1
3.49%,150000,"4,450,000",2011/04/20,"4,450,000","4,450,000","4,450,000",1390/01/31
-1.83%,-80000,"4,370,000",2011/04/19,"4,370,000","4,370,000","4,370,000",1390/01/30
-1.63%,-70000,"4,300,000",2011/04/18,"4,300,000","4,300,000","4,300,000",1390/01/29
,0,"4,300,000",2011/04/17,"4,300,000","4,300,000","4,300,000",1390/01/28
-2.38%,-100000,"4,200,000",2011/04/16,"4,200,000","4,200,000","4,200,000",1390/01/27
-0.24%,-10000,"4,190,000",2011/04/14,"4,190,000","4,190,000","4,190,000",1390/01/25
-1.21%,-50000,"4,140,000",2011/04/13,"4,140,000","4,140,000","4,140,000",1390/01/24
,0,"4,140,000",2011/04/12,"4,140,000","4,140,000","4,140,000",1390/01/23
-1.97%,-80000,"4,060,000",2011/04/11,"4,060,000","4,060,000","4,060,000",1390/01/22
-0.5%,-20000,"4,040,000",2011/04/10,"4,040,000","4,040,000","4,040,000",1390/01/21
-0.5%,-20000,"4,020,000",2011/04/09,"4,020,000","4,020,000","4,020,000",1390/01/20
-2.29%,-90000,"3,930,000",2011/04/05,"3,930,000","3,930,000","3,930,000",1390/01/16
,0,"3,930,000",2011/04/03,"3,930,000","3,930,000","3,930,000",1390/01/14
-2.08%,-80000,"3,850,000",2011/03/17,"3,850,000","3,850,000","3,850,000",1389/12/26
0.26%,10000,"3,860,000",2011/03/16,"3,860,000","3,860,000","3,860,000",1389/12/25
0.52%,20000,"3,880,000",2011/03/15,"3,880,000","3,880,000","3,880,000",1389/12/24
-1.31%,-50000,"3,830,000",2011/03/14,"3,830,000","3,830,000","3,830,000",1389/12/23
0.26%,10000,"3,840,000",2011/03/13,"3,840,000","3,840,000","3,840,000",1389/12/22
1.04%,40000,"3,880,000",2011/03/12,"3,880,000","3,880,000","3,880,000",1389/12/21
-0.26%,-10000,"3,870,000",2011/03/10,"3,870,000","3,870,000","3,870,000",1389/12/19
-0.52%,-20000,"3,850,000",2011/03/09,"3,850,000","3,850,000","3,850,000",1389/12/18
,0,"3,850,000",2011/03/08,"3,850,000","3,850,000","3,850,000",1389/12/17
,0,"3,850,000",2011/03/07,"3,850,000","3,850,000","3,850,000",1389/12/16
1.3%,50000,"3,900,000",2011/03/06,"3,900,000","3,900,000","3,900,000",1389/12/15
1.28%,50000,"3,950,000",2011/03/05,"3,950,000","3,950,000","3,950,000",1389/12/14
,0,"3,950,000",2011/03/03,"3,950,000","3,950,000","3,950,000",1389/12/12
0.51%,20000,"3,970,000",2011/03/01,"3,970,000","3,970,000","3,970,000",1389/12/10
-3.39%,-130000,"3,840,000",2011/02/28,"3,840,000","3,840,000","3,840,000",1389/12/9
-1.05%,-40000,"3,800,000",2011/02/27,"3,800,000","3,800,000","3,800,000",1389/12/8
-0.8%,-30000,"3,770,000",2011/02/26,"3,770,000","3,770,000","3,770,000",1389/12/7
-1.89%,-70000,"3,700,000",2011/02/24,"3,700,000","3,700,000","3,700,000",1389/12/5
-0.95%,-35000,"3,665,000",2011/02/23,"3,665,000","3,665,000","3,665,000",1389/12/4
-1.24%,-45000,"3,620,000",2011/02/22,"3,620,000","3,620,000","3,620,000",1389/12/3
0.28%,10000,"3,630,000",2011/02/20,"3,630,000","3,630,000","3,630,000",1389/12/1
-0.55%,-20000,"3,610,000",2011/02/19,"3,610,000","3,610,000","3,610,000",1389/11/30
-0.42%,-15000,"3,595,000",2011/02/17,"3,595,000","3,595,000","3,595,000",1389/11/28
-0.7%,-25000,"3,570,000",2011/02/16,"3,570,000","3,570,000","3,570,000",1389/11/27
,0,"3,570,000",2011/02/15,"3,570,000","3,570,000","3,570,000",1389/11/26
,0,"3,570,000",2011/02/14,"3,570,000","3,570,000","3,570,000",1389/11/25
0.28%,10000,"3,580,000",2011/02/13,"3,580,000","3,580,000","3,580,000",1389/11/24
,0,"3,580,000",2011/02/12,"3,580,000","3,580,000","3,580,000",1389/11/23
,0,"3,580,000",2011/02/10,"3,580,000","3,580,000","3,580,000",1389/11/21
-0.28%,-10000,"3,570,000",2011/02/09,"3,570,000","3,570,000","3,570,000",1389/11/20
0.28%,10000,"3,580,000",2011/02/08,"3,580,000","3,580,000","3,580,000",1389/11/19
,0,"3,580,000",2011/02/07,"3,580,000","3,580,000","3,580,000",1389/11/18
0.56%,20000,"3,600,000",2011/02/06,"3,600,000","3,600,000","3,600,000",1389/11/17
-0.84%,-30000,"3,570,000",2011/02/05,"3,570,000","3,570,000","3,570,000",1389/11/16
-0.28%,-10000,"3,560,000",2011/02/01,"3,560,000","3,560,000","3,560,000",1389/11/12
,0,"3,560,000",2011/01/31,"3,560,000","3,560,000","3,560,000",1389/11/11
,0,"3,560,000",2011/01/30,"3,560,000","3,560,000","3,560,000",1389/11/10
0.28%,10000,"3,570,000",2011/01/29,"3,570,000","3,570,000","3,570,000",1389/11/9
-0.85%,-30000,"3,540,000",2011/01/27,"3,540,000","3,540,000","3,540,000",1389/11/7
0.56%,20000,"3,560,000",2011/01/26,"3,560,000","3,560,000","3,560,000",1389/11/6
-0.28%,-10000,"3,550,000",2011/01/24,"3,550,000","3,550,000","3,550,000",1389/11/4
0.56%,20000,"3,570,000",2011/01/23,"3,570,000","3,570,000","3,570,000",1389/11/3
0.84%,30000,"3,600,000",2011/01/22,"3,600,000","3,600,000","3,600,000",1389/11/2
0.28%,10000,"3,610,000",2011/01/20,"3,610,000","3,610,000","3,610,000",1389/10/30
0.28%,10000,"3,620,000",2011/01/19,"3,620,000","3,620,000","3,620,000",1389/10/29
-0.56%,-20000,"3,600,000",2011/01/18,"3,600,000","3,600,000","3,600,000",1389/10/28
0.28%,10000,"3,610,000",2011/01/17,"3,610,000","3,610,000","3,610,000",1389/10/27
-0.28%,-10000,"3,600,000",2011/01/16,"3,600,000","3,600,000","3,600,000",1389/10/26
1.39%,50000,"3,650,000",2011/01/15,"3,650,000","3,650,000","3,650,000",1389/10/25
0.55%,20000,"3,670,000",2011/01/13,"3,670,000","3,670,000","3,670,000",1389/10/23
-1.24%,-45000,"3,625,000",2011/01/12,"3,625,000","3,625,000","3,625,000",1389/10/22
-0.42%,-15000,"3,610,000",2011/01/11,"3,610,000","3,610,000","3,610,000",1389/10/21
-0.56%,-20000,"3,590,000",2011/01/10,"3,590,000","3,590,000","3,590,000",1389/10/20
-0.28%,-10000,"3,580,000",2011/01/09,"3,580,000","3,580,000","3,580,000",1389/10/19
0.56%,20000,"3,600,000",2011/01/08,"3,600,000","3,600,000","3,600,000",1389/10/18
,0,"3,600,000",2011/01/06,"3,600,000","3,600,000","3,600,000",1389/10/16
1.11%,40000,"3,640,000",2011/01/05,"3,640,000","3,640,000","3,640,000",1389/10/15
-0.55%,-20000,"3,620,000",2011/01/04,"3,620,000","3,620,000","3,620,000",1389/10/14
0.55%,20000,"3,640,000",2011/01/03,"3,640,000","3,640,000","3,640,000",1389/10/13
0.55%,20000,"3,660,000",2011/01/02,"3,660,000","3,660,000","3,660,000",1389/10/12
-0.27%,-10000,"3,650,000",2011/01/01,"3,650,000","3,650,000","3,650,000",1389/10/11
-1.39%,-50000,"3,600,000",2010/12/30,"3,600,000","3,600,000","3,600,000",1389/10/9
-1.41%,-50000,"3,550,000",2010/12/29,"3,550,000","3,550,000","3,550,000",1389/10/8
-0.57%,-20000,"3,530,000",2010/12/28,"3,530,000","3,530,000","3,530,000",1389/10/7
-0.57%,-20000,"3,510,000",2010/12/27,"3,510,000","3,510,000","3,510,000",1389/10/6
-0.29%,-10000,"3,500,000",2010/12/26,"3,500,000","3,500,000","3,500,000",1389/10/5
,0,"3,500,000",2010/12/25,"3,500,000","3,500,000","3,500,000",1389/10/4
,0,"3,500,000",2010/12/23,"3,500,000","3,500,000","3,500,000",1389/10/2
-0.57%,-20000,"3,480,000",2010/12/22,"3,480,000","3,480,000","3,480,000",1389/10/1
0.29%,10000,"3,490,000",2010/12/21,"3,490,000","3,490,000","3,490,000",1389/09/30
-0.58%,-20000,"3,470,000",2010/12/20,"3,470,000","3,470,000","3,470,000",1389/09/29
,0,"3,470,000",2010/12/19,"3,470,000","3,470,000","3,470,000",1389/09/28
0.58%,20000,"3,490,000",2010/12/18,"3,490,000","3,490,000","3,490,000",1389/09/27
-0.29%,-10000,"3,480,000",2010/12/14,"3,480,000","3,480,000","3,480,000",1389/09/23
,0,"3,480,000",2010/12/13,"3,480,000","3,480,000","3,480,000",1389/09/22
,0,"3,480,000",2010/12/12,"3,480,000","3,480,000","3,480,000",1389/09/21
-0.29%,-10000,"3,470,000",2010/12/10,"3,470,000","3,470,000","3,470,000",1389/09/19
0.86%,30000,"3,500,000",2010/12/09,"3,500,000","3,500,000","3,500,000",1389/09/18
0.29%,10000,"3,510,000",2010/12/08,"3,510,000","3,510,000","3,510,000",1389/09/17
-0.57%,-20000,"3,490,000",2010/12/07,"3,490,000","3,490,000","3,490,000",1389/09/16
,0,"3,490,000",2010/12/06,"3,490,000","3,490,000","3,490,000",1389/09/15
0.29%,10000,"3,500,000",2010/12/05,"3,500,000","3,500,000","3,500,000",1389/09/14
-2.64%,-90000,"3,410,000",2010/12/01,"3,410,000","3,410,000","3,410,000",1389/09/10
,0,"3,410,000",2010/11/30,"3,410,000","3,410,000","3,410,000",1389/09/9
-0.29%,-10000,"3,400,000",2010/11/29,"3,400,000","3,400,000","3,400,000",1389/09/8
,0,"3,400,000",2010/11/28,"3,400,000","3,400,000","3,400,000",1389/09/7
0.59%,20000,"3,420,000",2010/11/27,"3,420,000","3,420,000","3,420,000",1389/09/6
-0.29%,-10000,"3,410,000",2010/11/24,"3,410,000","3,410,000","3,410,000",1389/09/3
,0,"3,410,000",2010/11/23,"3,410,000","3,410,000","3,410,000",1389/09/2
-0.29%,-10000,"3,400,000",2010/11/22,"3,400,000","3,400,000","3,400,000",1389/09/1
0.29%,10000,"3,410,000",2010/11/20,"3,410,000","3,410,000","3,410,000",1389/08/29
0.29%,10000,"3,420,000",2010/11/18,"3,420,000","3,420,000","3,420,000",1389/08/27
,0,"3,420,000",2010/11/16,"3,420,000","3,420,000","3,420,000",1389/08/25
,0,"3,420,000",2010/11/15,"3,420,000","3,420,000","3,420,000",1389/08/24
-0.29%,-10000,"3,410,000",2010/11/14,"3,410,000","3,410,000","3,410,000",1389/08/23
2.05%,70000,"3,480,000",2010/11/13,"3,480,000","3,480,000","3,480,000",1389/08/22
-0.29%,-10000,"3,470,000",2010/11/11,"3,470,000","3,470,000","3,470,000",1389/08/20
0.86%,30000,"3,500,000",2010/11/10,"3,500,000","3,500,000","3,500,000",1389/08/19
-1.16%,-40000,"3,460,000",2010/11/09,"3,460,000","3,460,000","3,460,000",1389/08/18
,0,"3,460,000",2010/11/08,"3,460,000","3,460,000","3,460,000",1389/08/17
,0,"3,460,000",2010/11/07,"3,460,000","3,460,000","3,460,000",1389/08/16
-2.37%,-80000,"3,380,000",2010/11/06,"3,380,000","3,380,000","3,380,000",1389/08/15
0.3%,10000,"3,390,000",2010/11/04,"3,390,000","3,390,000","3,390,000",1389/08/13
0.29%,10000,"3,400,000",2010/11/03,"3,400,000","3,400,000","3,400,000",1389/08/12
,0,"3,400,000",2010/11/02,"3,400,000","3,400,000","3,400,000",1389/08/11
,0,"3,400,000",2010/11/01,"3,400,000","3,400,000","3,400,000",1389/08/10
0.59%,20000,"3,420,000",2010/10/31,"3,420,000","3,420,000","3,420,000",1389/08/9
-2.4%,-80000,"3,340,000",2010/10/30,"3,340,000","3,340,000","3,340,000",1389/08/8
0.3%,10000,"3,350,000",2010/10/28,"3,350,000","3,350,000","3,350,000",1389/08/6
0.3%,10000,"3,360,000",2010/10/27,"3,360,000","3,360,000","3,360,000",1389/08/5
,0,"3,360,000",2010/10/26,"3,360,000","3,360,000","3,360,000",1389/08/4
-0.3%,-10000,"3,350,000",2010/10/25,"3,350,000","3,350,000","3,350,000",1389/08/3
,0,"3,350,000",2010/10/24,"3,350,000","3,350,000","3,350,000",1389/08/2
2.09%,70000,"3,420,000",2010/10/23,"3,420,000","3,420,000","3,420,000",1389/08/1
1.17%,40000,"3,460,000",2010/10/20,"3,460,000","3,460,000","3,460,000",1389/07/28
-0.29%,-10000,"3,450,000",2010/10/19,"3,450,000","3,450,000","3,450,000",1389/07/27
0.29%,10000,"3,460,000",2010/10/18,"3,460,000","3,460,000","3,460,000",1389/07/26
-0.29%,-10000,"3,450,000",2010/10/17,"3,450,000","3,450,000","3,450,000",1389/07/25
2.03%,70000,"3,520,000",2010/10/16,"3,520,000","3,520,000","3,520,000",1389/07/24
-2.03%,-70000,"3,450,000",2010/10/14,"3,450,000","3,450,000","3,450,000",1389/07/22
,0,"3,450,000",2010/10/13,"3,450,000","3,450,000","3,450,000",1389/07/21
,0,"3,450,000",2010/10/12,"3,450,000","3,450,000","3,450,000",1389/07/20
-0.58%,-20000,"3,430,000",2010/10/11,"3,430,000","3,430,000","3,430,000",1389/07/19
1.17%,40000,"3,470,000",2010/10/10,"3,470,000","3,470,000","3,470,000",1389/07/18
0.29%,10000,"3,480,000",2010/10/09,"3,480,000","3,480,000","3,480,000",1389/07/17
,0,"3,480,000",2010/10/07,"3,480,000","3,480,000","3,480,000",1389/07/15
-2.65%,-90000,"3,390,000",2010/10/06,"3,390,000","3,390,000","3,390,000",1389/07/14
0.88%,30000,"3,420,000",2010/10/05,"3,420,000","3,420,000","3,420,000",1389/07/13
2.34%,80000,"3,500,000",2010/10/03,"3,500,000","3,500,000","3,500,000",1389/07/11
